# Total counts:		500000	500000	500000
#
"cluster"	"supercluster"	"VGR"	"VVL"	"VCR"
26182	26071	0	2	0
26183	26072	0	0	2
26184	26073	0	2	0
26185	26074	0	2	0
26186	26075	0	2	0
26187	26076	2	0	0
26188	26077	0	2	0
26189	26078	2	0	0
26190	26079	0	1	1
26191	26080	0	2	0
26192	26081	2	0	0
26193	26082	2	0	0
26194	26083	0	2	0
26195	26084	0	2	0
26196	26085	2	0	0
26197	26086	2	0	0
26198	26087	2	0	0
26199	26088	0	2	0
26200	26089	0	0	2
26201	26090	0	2	0
26202	26091	0	1	1
26203	26092	0	2	0
26204	26093	2	0	0
26205	26094	2	0	0
26206	26095	0	2	0
26207	26096	0	0	2
26208	26097	0	2	0
26209	26098	0	2	0
26210	26099	0	2	0
26211	26100	0	2	0
26212	26101	0	0	2
26213	26102	0	0	2
26214	26103	0	2	0
26215	26105	0	2	0
26216	26106	2	0	0
26217	26107	0	2	0
26218	26108	2	0	0
26219	26109	0	2	0
26220	26110	0	2	0
26221	26111	2	0	0
26222	26112	0	1	1
26223	26113	0	2	0
26224	26114	0	2	0
26225	26115	0	0	2
26226	26116	0	0	2
26227	26117	0	0	2
26228	26118	2	0	0
26229	26119	0	2	0
26230	26120	0	0	2
26231	26121	0	2	0
26232	26122	1	0	1
26233	26123	2	0	0
26234	26124	0	0	2
26235	26125	0	0	2
26236	26126	0	2	0
26237	26127	0	2	0
26238	26128	0	1	1
26239	26129	0	1	1
26240	26130	0	2	0
26241	26131	0	0	2
26242	26132	0	0	2
26243	26133	2	0	0
26244	26134	0	0	2
26245	26135	0	0	2
26246	26136	0	1	1
26247	26137	0	2	0
26248	26138	0	2	0
26249	26139	2	0	0
26250	26140	2	0	0
26251	26141	0	0	2
26252	26142	1	0	1
26253	26143	0	2	0
26254	26144	0	2	0
26255	26145	0	2	0
26256	26146	0	0	2
26257	26147	2	0	0
26258	26148	0	2	0
26259	26149	0	0	2
26260	26150	0	2	0
26261	26151	0	2	0
26262	26152	2	0	0
26263	26153	0	0	2
26264	26154	0	2	0
26265	26155	0	2	0
26266	26156	0	2	0
26267	26157	2	0	0
26268	26158	0	2	0
26269	26159	2	0	0
26270	26160	0	2	0
26271	26161	2	0	0
26272	26162	0	2	0
26273	26163	0	2	0
26274	26164	0	0	2
26275	26165	0	2	0
26276	26166	2	0	0
26277	26167	0	0	2
26278	26168	0	0	2
26279	26169	0	2	0
26280	26171	0	1	1
26281	26172	0	1	1
26282	26173	0	2	0
26283	26174	2	0	0
26284	26175	0	1	1
26285	26176	2	0	0
26286	26177	0	2	0
26287	26178	0	2	0
26288	26179	0	2	0
26289	26180	0	0	2
26290	26181	0	0	2
26291	26182	0	2	0
26292	26183	2	0	0
26293	26184	0	2	0
26294	26185	0	2	0
26295	30721	2	0	0
26296	26187	0	2	0
26297	26188	2	0	0
26298	26189	0	2	0
26299	26190	0	0	2
26300	26191	0	2	0
26301	26192	2	0	0
26302	26193	0	1	1
26303	26194	0	2	0
26304	26195	2	0	0
26305	26196	0	2	0
26306	26197	0	0	2
26307	26198	2	0	0
26308	26199	2	0	0
26309	26200	0	0	2
26310	26201	2	0	0
26311	26202	0	0	2
26312	26203	2	0	0
26313	26204	2	0	0
26314	26205	0	2	0
26315	26206	0	0	2
26316	26207	0	1	1
26317	26208	2	0	0
26318	26209	0	0	2
26319	26210	0	2	0
26320	26211	0	2	0
26321	26212	0	0	2
26322	26213	0	2	0
26323	26214	0	0	2
26324	26215	0	2	0
26325	26216	2	0	0
26326	26217	0	2	0
26327	26218	0	2	0
26328	26219	2	0	0
26329	26220	2	0	0
26330	26221	0	2	0
26331	26222	2	0	0
26332	26223	2	0	0
26333	26224	0	2	0
26334	26225	0	0	2
26335	26226	0	2	0
26336	26227	0	0	2
26337	26228	0	2	0
26338	26229	0	2	0
26339	26230	2	0	0
26340	26231	0	0	2
26341	26232	2	0	0
26342	26233	0	2	0
26343	26234	0	2	0
26344	26235	0	2	0
26345	26236	2	0	0
26346	26237	0	2	0
26347	26238	0	0	2
26348	26239	0	0	2
26349	26240	0	0	2
26350	26241	0	0	2
26351	26242	2	0	0
26352	26243	2	0	0
26353	26244	0	0	2
26354	26245	0	2	0
26355	26246	0	2	0
26356	26247	0	2	0
26357	26248	2	0	0
26358	26249	2	0	0
26359	26250	0	0	2
26360	26251	1	0	1
26361	26252	0	0	2
26362	26253	0	0	2
26363	26254	0	2	0
26364	26255	0	2	0
26365	26256	0	2	0
26366	26257	0	2	0
26367	26258	0	1	1
26368	26259	2	0	0
26369	26260	0	0	2
26370	26261	0	0	2
26371	26262	0	2	0
26372	26263	0	0	2
26373	26264	0	2	0
26374	26265	0	2	0
26375	26266	0	0	2
26376	26267	0	2	0
26377	26268	0	0	2
26378	26269	0	0	2
26379	26270	2	0	0
26380	26271	0	2	0
26381	26272	2	0	0
26382	26273	0	2	0
26383	26274	0	2	0
26384	26275	0	2	0
26385	26276	0	2	0
26386	26277	0	2	0
26387	26278	2	0	0
26388	26279	0	0	2
26389	26280	2	0	0
26390	26281	0	2	0
26391	26282	0	2	0
26392	26283	0	0	2
26393	26284	0	2	0
26394	26285	0	0	2
26395	26286	0	2	0
26396	26287	0	2	0
26397	26288	0	2	0
26398	26289	0	2	0
26399	26290	0	2	0
26400	26291	0	2	0
26401	26292	0	2	0
26402	26293	0	2	0
26403	26294	0	2	0
26404	26295	0	1	1
26405	26296	0	0	2
26406	26297	2	0	0
26407	26298	0	2	0
26408	26299	2	0	0
26409	26300	0	0	2
26410	26301	0	2	0
26411	26302	0	2	0
26412	26303	2	0	0
26413	26304	2	0	0
26414	26305	0	0	2
26415	26306	0	2	0
26416	26307	0	1	1
26417	26308	0	2	0
26418	26309	0	2	0
26419	26310	0	0	2
26420	26311	0	2	0
26421	26312	0	2	0
26422	23369	0	2	0
26423	26313	0	0	2
26424	26314	0	0	2
26425	26315	0	2	0
26426	26316	0	2	0
26427	26317	0	2	0
26428	26318	0	0	2
26429	26319	0	2	0
26430	26320	0	1	1
26431	26321	0	0	2
26432	26322	0	2	0
26433	26323	0	2	0
26434	26324	2	0	0
26435	26325	0	0	2
26436	26326	0	2	0
26437	26327	0	2	0
26438	26328	0	1	1
26439	26329	2	0	0
26440	26330	0	1	1
26441	26331	2	0	0
26442	26332	1	1	0
26443	26333	0	2	0
26444	26334	0	0	2
26445	26335	2	0	0
26446	26336	2	0	0
26447	26337	0	2	0
26448	26338	2	0	0
26449	26339	2	0	0
26450	26340	0	2	0
26451	26341	0	0	2
26452	26342	0	2	0
26453	26343	0	2	0
26454	26344	0	0	2
26455	26345	0	1	1
26456	26346	0	2	0
26457	26347	2	0	0
26458	26348	0	0	2
26459	26349	0	0	2
26460	26350	0	0	2
26461	26351	0	2	0
26462	26352	0	2	0
26463	26353	2	0	0
26464	26354	0	0	2
26465	26355	0	2	0
26466	26356	0	2	0
26467	26357	0	2	0
26468	26358	2	0	0
26469	26359	0	2	0
26470	26360	0	2	0
26471	26361	0	2	0
26472	26362	0	2	0
26473	26363	0	2	0
26474	26364	0	0	2
26475	26365	0	0	2
26476	26366	0	2	0
26477	26367	0	2	0
26478	26368	0	1	1
26479	26369	0	2	0
26480	26370	0	2	0
26481	26371	0	2	0
26482	26372	2	0	0
26483	26373	0	1	1
26484	26374	2	0	0
26485	26375	2	0	0
26486	26376	2	0	0
26487	26377	2	0	0
26488	26378	0	2	0
26489	26379	2	0	0
26490	26380	2	0	0
26491	26381	2	0	0
26492	26382	0	1	1
26493	26383	2	0	0
26494	26384	0	0	2
26495	26385	0	2	0
26496	26386	0	2	0
26497	26387	0	0	2
26498	26388	0	0	2
26499	26389	0	2	0
26500	26390	0	0	2
26501	26391	2	0	0
26502	26392	1	0	1
26503	26393	2	0	0
26504	26394	0	1	1
26505	26395	0	0	2
26506	26396	0	2	0
26507	26397	0	2	0
26508	26398	0	0	2
26509	26399	0	2	0
26510	26400	0	0	2
26511	26401	0	1	1
26512	26402	0	0	2
26513	26403	0	2	0
26514	26404	0	2	0
26515	26405	0	0	2
26516	26406	0	2	0
26517	26407	0	0	2
26518	26408	0	2	0
26519	26409	0	2	0
26520	26410	0	2	0
26521	26411	2	0	0
26522	26412	0	2	0
26523	26413	0	2	0
26524	26414	2	0	0
26525	26415	0	2	0
26526	26416	2	0	0
26527	26417	0	2	0
26528	26418	0	2	0
26529	26419	0	2	0
26530	26420	0	2	0
26531	26421	0	1	1
26532	26422	0	2	0
26533	26423	0	0	2
26534	26424	0	1	1
26535	26425	0	2	0
26536	26426	2	0	0
26537	26427	0	0	2
26538	26428	0	0	2
26539	26429	0	0	2
26540	26430	0	2	0
26541	26431	0	2	0
26542	26432	2	0	0
26543	26433	0	2	0
26544	26434	2	0	0
26545	26435	2	0	0
26546	26436	0	2	0
26547	26437	0	2	0
26548	26438	0	2	0
26549	26439	0	0	2
26550	26440	2	0	0
26551	26441	0	0	2
26552	26442	0	0	2
26553	26443	0	2	0
26554	26444	0	0	2
26555	26445	0	1	1
26556	26447	0	0	2
26557	26448	0	0	2
26558	26449	1	1	0
26559	26450	0	0	2
26560	26451	2	0	0
26561	26452	2	0	0
26562	26453	2	0	0
26563	26454	0	2	0
26564	26455	0	0	2
26565	26456	0	2	0
26566	26457	0	2	0
26567	26458	2	0	0
26568	26459	0	0	2
26569	26460	0	0	2
26570	26461	0	2	0
26571	26462	0	0	2
26572	26463	2	0	0
26573	26464	0	2	0
26574	26465	0	2	0
26575	26466	2	0	0
26576	26467	0	0	2
26577	26468	2	0	0
26578	26469	0	2	0
26579	26470	0	2	0
26580	26471	2	0	0
26581	26472	0	2	0
26582	26473	2	0	0
26583	26474	0	2	0
26584	26475	0	0	2
26585	26476	0	2	0
26586	26477	0	0	2
26587	26478	0	2	0
26588	26479	0	2	0
26589	26480	0	2	0
26590	26481	2	0	0
26591	26482	0	2	0
26592	26483	0	2	0
26593	26484	2	0	0
26594	26485	0	2	0
26595	26486	0	2	0
26596	26487	0	2	0
26597	26488	2	0	0
26598	26489	0	2	0
26599	26490	0	1	1
26600	26491	2	0	0
26601	26492	0	1	1
26602	26493	2	0	0
26603	26494	0	2	0
26604	26495	0	2	0
26605	26496	0	2	0
26606	26497	2	0	0
26607	26498	0	1	1
26608	26499	2	0	0
26609	26500	0	2	0
26610	26501	0	2	0
26611	26502	0	1	1
26612	26503	0	2	0
26613	26504	0	0	2
26614	26505	0	2	0
26615	26506	0	0	2
26616	26507	2	0	0
26617	26508	0	2	0
26618	26509	2	0	0
26619	26510	0	2	0
26620	26511	0	1	1
26621	26512	0	2	0
26622	26513	0	1	1
26623	26514	0	0	2
26624	26515	1	0	1
26625	26516	2	0	0
26626	26517	0	2	0
26627	26518	0	2	0
26628	26519	0	0	2
26629	26520	0	2	0
26630	26521	2	0	0
26631	26522	0	2	0
26632	26523	0	2	0
26633	26524	2	0	0
26634	26525	2	0	0
26635	26526	0	2	0
26636	26527	0	2	0
26637	26528	0	1	1
26638	26529	0	2	0
26639	26530	0	2	0
26640	26531	0	0	2
26641	26532	0	2	0
26642	26533	0	0	2
26643	26534	0	2	0
26644	26535	0	2	0
26645	26536	0	0	2
26646	26537	0	2	0
26647	26538	2	0	0
26648	26539	0	0	2
26649	26540	0	0	2
26650	26541	0	2	0
26651	26542	0	2	0
26652	26543	0	2	0
26653	26544	2	0	0
26654	26545	1	1	0
26655	26546	0	1	1
26656	26547	0	2	0
26657	26548	0	2	0
26658	26549	2	0	0
26659	26550	0	2	0
26660	26551	0	0	2
26661	26552	0	2	0
26662	26553	0	2	0
26663	26554	0	0	2
26664	26555	0	2	0
26665	26556	0	2	0
26666	26557	0	1	1
26667	26558	0	2	0
26668	26559	0	2	0
26669	26560	0	2	0
26670	26561	0	2	0
26671	26562	2	0	0
26672	26563	0	0	2
26673	26564	0	0	2
26674	26565	2	0	0
26675	26566	0	2	0
26676	26567	0	2	0
26677	26568	2	0	0
26678	26569	0	2	0
26679	26570	2	0	0
26680	26571	0	0	2
26681	26572	0	0	2
26682	26573	0	2	0
26683	26574	0	0	2
26684	26575	0	0	2
26685	26576	0	1	1
26686	26577	2	0	0
26687	26578	0	2	0
26688	26579	0	0	2
26689	26580	0	2	0
26690	26581	2	0	0
26691	26582	0	2	0
26692	26583	0	2	0
26693	26584	2	0	0
26694	26585	0	2	0
26695	26586	0	1	1
26696	26587	2	0	0
26697	26588	0	2	0
26698	26589	0	0	2
26699	26590	0	2	0
26700	26591	2	0	0
26701	26592	0	2	0
26702	26593	0	2	0
26703	26594	0	0	2
26704	26595	0	2	0
26705	26596	0	2	0
26706	26597	0	2	0
26707	26598	0	2	0
26708	26599	0	2	0
26709	26600	0	0	2
26710	26601	0	0	2
26711	26602	0	2	0
26712	26603	2	0	0
26713	26604	0	2	0
26714	26605	0	0	2
26715	26606	0	2	0
26716	26607	0	2	0
26717	26608	0	0	2
26718	26609	0	0	2
26719	26610	2	0	0
26720	26611	0	0	2
26721	26612	0	2	0
26722	26613	2	0	0
26723	26614	2	0	0
26724	26615	2	0	0
26725	26616	0	2	0
26726	26617	0	1	1
26727	26618	0	2	0
26728	26619	0	2	0
26729	26620	2	0	0
26730	26621	2	0	0
26731	26622	0	1	1
26732	26623	0	2	0
26733	26624	0	2	0
26734	26625	0	2	0
26735	26626	0	2	0
26736	26627	0	2	0
26737	26628	0	2	0
26738	26629	0	2	0
26739	26630	2	0	0
26740	26631	0	2	0
26741	26632	0	2	0
26742	26633	0	2	0
26743	26634	0	2	0
26744	26635	0	2	0
26745	26636	0	2	0
26746	26637	0	0	2
26747	26638	0	0	2
26748	26639	0	0	2
26749	26640	0	2	0
26750	26641	0	2	0
26751	26642	0	0	2
26752	26643	0	0	2
26753	26644	0	2	0
26754	26645	2	0	0
26755	26646	0	0	2
26756	26647	0	2	0
26757	26648	0	0	2
26758	26649	2	0	0
26759	26650	0	0	2
26760	26651	0	2	0
26761	26652	0	0	2
26762	26653	0	2	0
26763	26654	2	0	0
26764	26655	2	0	0
26765	26656	0	2	0
26766	26657	0	2	0
26767	26658	0	0	2
26768	26659	0	2	0
26769	26660	0	0	2
26770	26661	0	1	1
26771	26662	0	0	2
26772	26663	0	2	0
26773	26664	0	2	0
26774	26665	0	2	0
26775	26666	0	0	2
26776	26667	2	0	0
26777	26668	2	0	0
26778	26669	0	2	0
26779	26670	0	2	0
26780	26671	0	2	0
26781	26672	0	2	0
26782	26673	0	0	2
26783	26674	2	0	0
26784	26675	0	0	2
26785	26676	0	0	2
26786	26677	0	1	1
26787	26678	0	2	0
26788	26679	0	2	0
26789	26680	0	1	1
26790	26681	0	0	2
26791	26682	0	2	0
26792	26683	0	0	2
26793	26684	2	0	0
26794	26685	0	0	2
26795	26686	0	2	0
26796	26687	0	0	2
26797	26688	0	2	0
26798	26689	0	2	0
26799	26690	0	2	0
26800	26691	0	2	0
26801	26692	0	0	2
26802	26693	0	0	2
26803	26694	0	2	0
26804	26695	0	0	2
26805	26696	2	0	0
26806	26697	0	0	2
26807	26698	0	2	0
26808	26699	0	2	0
26809	26700	0	2	0
26810	26701	0	2	0
26811	26702	2	0	0
26812	26703	2	0	0
26813	26704	1	0	1
26814	26705	0	2	0
26815	26706	0	2	0
26816	26707	0	2	0
26817	26708	0	0	2
26818	26709	2	0	0
26819	26710	2	0	0
26820	26711	0	2	0
26821	26712	2	0	0
26822	26713	2	0	0
26823	26714	2	0	0
26824	26715	2	0	0
26825	26716	0	2	0
26826	26717	0	0	2
26827	26718	0	2	0
26828	26719	0	2	0
26829	26720	2	0	0
26830	26721	2	0	0
26831	26722	0	2	0
26832	26723	0	2	0
26833	26724	0	2	0
26834	26725	0	2	0
26835	26726	0	2	0
26836	26727	0	0	2
26837	26728	0	0	2
26838	26729	0	0	2
26839	26730	2	0	0
26840	26731	0	2	0
26841	26732	0	2	0
26842	26733	0	2	0
26843	26734	2	0	0
26844	26735	0	2	0
26845	26736	0	0	2
26846	26737	0	0	2
26847	26738	0	0	2
26848	26739	0	0	2
26849	26740	2	0	0
26850	26741	0	2	0
26851	26742	0	2	0
26852	26743	2	0	0
26853	26744	0	2	0
26854	26745	0	2	0
26855	26746	0	2	0
26856	26747	2	0	0
26857	26748	2	0	0
26858	26749	0	2	0
26859	26750	0	0	2
26860	26751	0	2	0
26861	26752	0	2	0
26862	26753	0	2	0
26863	26754	0	2	0
26864	26755	0	2	0
26865	26756	0	0	2
26866	26757	0	2	0
26867	26758	2	0	0
26868	26759	0	2	0
26869	26760	2	0	0
26870	26761	0	2	0
26871	26762	0	2	0
26872	26763	0	2	0
26873	26764	0	0	2
26874	26765	0	2	0
26875	26766	0	2	0
26876	26767	0	2	0
26877	26768	0	0	2
26878	26769	0	0	2
26879	26770	0	2	0
26880	26771	2	0	0
26881	26772	0	2	0
26882	26773	0	2	0
26883	26774	0	0	2
26884	26775	0	0	2
26885	26776	0	2	0
26886	26777	0	0	2
26887	26778	0	2	0
26888	26779	0	2	0
26889	26780	0	2	0
26890	26781	0	0	2
26891	26782	0	0	2
26892	26783	2	0	0
26893	26784	2	0	0
26894	26785	0	0	2
26895	26786	0	0	2
26896	26787	0	2	0
26897	26788	0	2	0
26898	26789	2	0	0
26899	26790	0	2	0
26900	26791	0	0	2
26901	26792	2	0	0
26902	26793	0	2	0
26903	26794	0	0	2
26904	26795	0	2	0
26905	26796	0	1	1
26906	26797	0	2	0
26907	26798	0	0	2
26908	26799	2	0	0
26909	26800	0	0	2
26910	26801	1	0	1
26911	26802	2	0	0
26912	26803	0	2	0
26913	26804	0	2	0
26914	26805	0	2	0
26915	26806	2	0	0
26916	26807	0	2	0
26917	26808	2	0	0
26918	26809	0	2	0
26919	26810	2	0	0
26920	26811	2	0	0
26921	26812	0	2	0
26922	26813	2	0	0
26923	26814	2	0	0
26924	26815	0	2	0
26925	26816	0	2	0
26926	26817	0	2	0
26927	26818	0	2	0
26928	26819	0	2	0
26929	26820	2	0	0
26930	26821	0	2	0
26931	26822	2	0	0
26932	26823	2	0	0
26933	26824	0	2	0
26934	26825	0	2	0
26935	26826	0	0	2
26936	26827	0	2	0
26937	26828	0	2	0
26938	26829	2	0	0
26939	26830	0	2	0
26940	26831	0	0	2
26941	26832	2	0	0
26942	26833	2	0	0
26943	26834	0	2	0
26944	26835	2	0	0
26945	26836	0	2	0
26946	26837	2	0	0
26947	26838	2	0	0
26948	26839	0	0	2
26949	26840	2	0	0
26950	26841	0	0	2
26951	26842	2	0	0
26952	26843	0	0	2
26953	26844	0	2	0
26954	26845	2	0	0
26955	26846	0	0	2
26956	26847	0	0	2
26957	26848	0	1	1
26958	26849	0	0	2
26959	26850	1	0	1
26960	26851	2	0	0
26961	26852	0	1	1
26962	26853	2	0	0
26963	26854	0	0	2
26964	26855	2	0	0
26965	26856	0	0	2
26966	26857	0	2	0
26967	26858	0	0	2
26968	26859	0	2	0
26969	26860	0	0	2
26970	26861	0	2	0
26971	26862	0	2	0
26972	26863	0	2	0
26973	26864	2	0	0
26974	26865	0	2	0
26975	26866	0	2	0
26976	26867	0	2	0
26977	26868	2	0	0
26978	26869	0	2	0
26979	26870	2	0	0
26980	26871	0	0	2
26981	26872	0	2	0
26982	26873	0	2	0
26983	26874	2	0	0
26984	26875	0	0	2
26985	26876	0	0	2
26986	26877	0	2	0
26987	26878	0	2	0
26988	26879	2	0	0
26989	26880	0	0	2
26990	26881	0	2	0
26991	26882	0	0	2
26992	26883	0	0	2
26993	26884	2	0	0
26994	26885	0	1	1
26995	26886	0	2	0
26996	26887	0	2	0
26997	26888	0	2	0
26998	26889	2	0	0
26999	26890	0	2	0
27000	26891	2	0	0
27001	26892	0	0	2
27002	26893	0	2	0
27003	26894	2	0	0
27004	26895	2	0	0
27005	26896	0	2	0
27006	26897	0	1	1
27007	26898	2	0	0
27008	26899	0	0	2
27009	26900	2	0	0
27010	26901	0	0	2
27011	26902	0	2	0
27012	26903	2	0	0
27013	26904	0	0	2
27014	26905	0	0	2
27015	26906	0	0	2
27016	26907	2	0	0
27017	26908	2	0	0
27018	26909	0	2	0
27019	26910	0	0	2
27020	26911	0	0	2
27021	26912	0	2	0
27022	26913	0	2	0
27023	26914	0	2	0
27024	26915	2	0	0
27025	26916	2	0	0
27026	26917	2	0	0
27027	26918	0	2	0
27028	26919	0	2	0
27029	26920	0	0	2
27030	26921	2	0	0
27031	26922	0	2	0
27032	26923	0	2	0
27033	26924	0	2	0
27034	26925	0	2	0
27035	26926	0	0	2
27036	26927	0	2	0
27037	26928	2	0	0
27038	26929	0	0	2
27039	26930	0	0	2
27040	26931	2	0	0
27041	26932	0	0	2
27042	26933	0	0	2
27043	26934	0	0	2
27044	26935	0	0	2
27045	26936	1	0	1
27046	26937	0	2	0
27047	26938	2	0	0
27048	26939	2	0	0
27049	26940	0	2	0
27050	26941	0	0	2
27051	26942	2	0	0
27052	26943	0	0	2
27053	26944	0	2	0
27054	26945	0	2	0
27055	26946	0	0	2
27056	26947	0	2	0
27057	26948	0	2	0
27058	26949	2	0	0
27059	26950	0	2	0
27060	26951	0	0	2
27061	26952	2	0	0
27062	26953	0	0	2
27063	26954	0	0	2
27064	26955	0	2	0
27065	26956	0	2	0
27066	26957	0	2	0
27067	26958	0	0	2
27068	26959	0	0	2
27069	26960	2	0	0
27070	26961	0	0	2
27071	26962	0	0	2
27072	26963	0	1	1
27073	26964	0	0	2
27074	26965	0	0	2
27075	26966	0	2	0
27076	26967	0	0	2
27077	26968	0	0	2
27078	26969	2	0	0
27079	26970	0	0	2
27080	26971	0	1	1
27081	26972	0	2	0
27082	26973	0	2	0
27083	26974	0	2	0
27084	33120	2	0	0
27085	26976	2	0	0
27086	26977	2	0	0
27087	26978	0	0	2
27088	26979	0	2	0
27089	26980	0	2	0
27090	26981	0	2	0
27091	26982	0	0	2
27092	26983	0	2	0
27093	26984	0	0	2
27094	26985	0	2	0
27095	26986	0	2	0
27096	26987	0	0	2
27097	26988	2	0	0
27098	26989	0	2	0
27099	26990	0	1	1
27100	26991	0	2	0
27101	26992	0	1	1
27102	26993	2	0	0
27103	26994	0	0	2
27104	26995	0	2	0
27105	26996	0	2	0
27106	26997	0	2	0
27107	26998	0	0	2
27108	26999	0	2	0
27109	27000	0	2	0
27110	27001	0	2	0
27111	27002	0	0	2
27112	27003	0	0	2
27113	27004	2	0	0
27114	27005	0	0	2
27115	27006	2	0	0
27116	27007	0	2	0
27117	27008	0	0	2
27118	27009	2	0	0
27119	27010	0	2	0
27120	27011	0	0	2
27121	27012	0	2	0
27122	27013	0	2	0
27123	27014	0	2	0
27124	27015	0	1	1
27125	27016	0	0	2
27126	27017	2	0	0
27127	27018	0	2	0
27128	27019	0	0	2
27129	27020	0	0	2
27130	27021	1	1	0
27131	27022	0	2	0
27132	27023	2	0	0
27133	27024	0	2	0
27134	27025	2	0	0
27135	27026	0	2	0
27136	27027	0	2	0
27137	27028	0	0	2
27138	27029	0	2	0
27139	27030	0	2	0
27140	27031	0	0	2
27141	27032	2	0	0
27142	27033	0	0	2
27143	27034	0	2	0
27144	27035	0	0	2
27145	27036	1	1	0
27146	27037	0	2	0
27147	27038	0	0	2
27148	27039	0	2	0
27149	27040	2	0	0
27150	27041	0	2	0
27151	27042	0	0	2
27152	27043	0	2	0
27153	27044	0	2	0
27154	27045	2	0	0
27155	27046	2	0	0
27156	27047	0	1	1
27157	27048	0	2	0
27158	27049	0	0	2
27159	27050	0	2	0
27160	27051	0	0	2
27161	27052	0	0	2
27162	27053	2	0	0
27163	27054	0	1	1
27164	27055	0	2	0
27165	27056	2	0	0
27166	27057	2	0	0
27167	27058	0	0	2
27168	27059	0	2	0
27169	27060	0	0	2
27170	36092	2	0	0
27171	27062	0	0	2
27172	27063	0	0	2
27173	27064	0	0	2
27174	27065	0	2	0
27175	27066	0	2	0
27176	27067	0	0	2
27177	27068	0	0	2
27178	27069	0	2	0
27179	27070	0	2	0
27180	27071	0	0	2
27181	27072	0	1	1
27182	27073	0	2	0
27183	27074	2	0	0
27184	27075	0	2	0
27185	27076	0	0	2
27186	27077	2	0	0
27187	27078	2	0	0
27188	27079	2	0	0
27189	27080	0	2	0
27190	27081	0	0	2
27191	27082	0	2	0
27192	27083	0	2	0
27193	27084	2	0	0
27194	27085	0	0	2
27195	27086	2	0	0
27196	27087	0	0	2
27197	27088	0	2	0
27198	27089	2	0	0
27199	27090	2	0	0
27200	27091	0	1	1
27201	27092	0	1	1
27202	27093	2	0	0
27203	27094	0	2	0
27204	27095	0	2	0
27205	27096	2	0	0
27206	27097	0	2	0
27207	27098	2	0	0
27208	27099	0	2	0
27209	27100	0	2	0
27210	27101	0	2	0
27211	27102	0	2	0
27212	27103	0	2	0
27213	27104	0	0	2
27214	27105	2	0	0
27215	27106	0	0	2
27216	27107	0	0	2
27217	27108	0	0	2
27218	27109	0	2	0
27219	27110	2	0	0
27220	27111	2	0	0
27221	27112	0	0	2
27222	27113	0	2	0
27223	27114	2	0	0
27224	27115	0	0	2
27225	27116	0	2	0
27226	27117	2	0	0
27227	27118	0	1	1
27228	27119	0	1	1
27229	27120	2	0	0
27230	27121	0	0	2
27231	27122	0	1	1
27232	27123	0	0	2
27233	27124	0	2	0
27234	27125	0	1	1
27235	27126	0	0	2
27236	27127	0	1	1
27237	27128	0	1	1
27238	27129	0	2	0
27239	27130	0	1	1
27240	27131	0	2	0
27241	27132	0	0	2
27242	27133	0	2	0
27243	27134	0	0	2
27244	27135	1	1	0
27245	27136	2	0	0
27246	27137	0	2	0
27247	27138	0	0	2
27248	27139	0	0	2
27249	27140	0	0	2
27250	27141	0	2	0
27251	27142	0	2	0
27252	27143	0	1	1
27253	27144	0	2	0
27254	27145	0	0	2
27255	27146	0	2	0
27256	27147	2	0	0
27257	27148	0	2	0
27258	27149	0	2	0
27259	27150	0	0	2
27260	27151	0	2	0
27261	27152	2	0	0
27262	27153	0	2	0
27263	27154	0	2	0
27264	27155	0	0	2
27265	27156	0	2	0
27266	27157	0	0	2
27267	27158	0	2	0
27268	27159	0	0	2
27269	27160	0	2	0
27270	27161	2	0	0
27271	27162	1	0	1
27272	27163	0	2	0
27273	27164	2	0	0
27274	27165	0	1	1
27275	27166	0	2	0
27276	27167	0	2	0
27277	27168	0	2	0
27278	27169	0	0	2
27279	27170	0	2	0
27280	27171	1	1	0
27281	27172	2	0	0
27282	27173	0	2	0
27283	27174	0	0	2
27284	27175	0	2	0
27285	27176	2	0	0
27286	27177	0	0	2
27287	27178	0	2	0
27288	27179	0	0	2
27289	27180	0	2	0
27290	27181	0	2	0
27291	27182	0	0	2
27292	27183	2	0	0
27293	27184	2	0	0
27294	27185	0	2	0
27295	27186	2	0	0
27296	27187	0	2	0
27297	27188	0	2	0
27298	27189	0	2	0
27299	27190	2	0	0
27300	27191	1	0	1
27301	27192	0	2	0
27302	27193	0	2	0
27303	27194	0	0	2
27304	27195	0	2	0
27305	27196	2	0	0
27306	27197	0	2	0
27307	27198	0	2	0
27308	27199	2	0	0
27309	27200	0	2	0
27310	27201	0	2	0
27311	27202	2	0	0
27312	27203	2	0	0
27313	27204	0	2	0
27314	27205	0	2	0
27315	27206	0	2	0
27316	27207	0	1	1
27317	27208	0	2	0
27318	27209	0	0	2
27319	27210	0	2	0
27320	27211	0	0	2
27321	27212	0	0	2
27322	27213	0	1	1
27323	27214	0	2	0
27324	27215	0	2	0
27325	27216	0	2	0
27326	27217	0	2	0
27327	27218	0	1	1
27328	27219	0	2	0
27329	27220	0	2	0
27330	27221	0	0	2
27331	27222	0	2	0
27332	27223	0	0	2
27333	27224	0	2	0
27334	27225	0	1	1
27335	27226	0	0	2
27336	27227	0	1	1
27337	27228	0	2	0
27338	27229	2	0	0
27339	27230	0	2	0
27340	27231	0	2	0
27341	27232	0	0	2
27342	27233	0	0	2
27343	27234	0	0	2
