# Total counts:		500000	500000	500000
#
"cluster"	"supercluster"	"VGR"	"VVL"	"VCR"
15858	15742	3	0	0
15859	15743	0	3	0
15860	15744	0	3	0
15861	15745	0	3	0
15862	15746	0	0	3
15863	15747	0	3	0
15864	15748	0	0	3
15865	15749	0	0	3
15866	15750	0	3	0
15867	15751	0	3	0
15868	15752	0	0	3
15869	15753	0	3	0
15870	15754	0	3	0
15871	15755	0	3	0
15872	15756	0	0	3
15873	15757	0	0	3
15874	15758	0	0	3
15875	15759	0	0	3
15876	15760	0	3	0
15877	15761	3	0	0
15878	15762	0	0	3
15879	15763	0	3	0
15880	15764	0	3	0
15881	15765	0	3	0
15882	15766	0	3	0
15883	15767	3	0	0
15884	15768	0	0	3
15885	15769	0	1	2
15886	15770	0	2	1
15887	15771	0	1	2
15888	15772	0	3	0
15889	15773	0	3	0
15890	15774	0	3	0
15891	15775	0	3	0
15892	15776	2	0	1
15893	15777	0	1	2
15894	15778	0	2	1
15895	15779	0	3	0
15896	15780	2	1	0
15897	15781	0	0	3
15898	15782	0	1	2
15899	15783	3	0	0
15900	15784	0	3	0
15901	15785	0	0	3
15902	15786	3	0	0
15903	15787	0	1	2
15904	15788	0	3	0
15905	15789	0	0	3
15906	15790	0	3	0
15907	15791	0	0	3
15908	15792	0	3	0
15909	15793	0	0	3
15910	15794	0	0	3
15911	15795	0	1	2
15912	15796	0	3	0
15913	15797	0	0	3
15914	15798	0	0	3
15915	15799	1	2	0
15916	15800	0	3	0
15917	15801	3	0	0
15918	15802	3	0	0
15919	15803	0	0	3
15920	15804	0	0	3
15921	15805	0	0	3
15922	15806	3	0	0
15923	15807	0	1	2
15924	15808	2	0	1
15925	15809	2	0	1
15926	15810	1	1	1
15927	15811	0	3	0
15928	15812	0	2	1
15929	15813	0	3	0
15930	15814	3	0	0
15931	15815	0	1	2
15932	15816	0	3	0
15933	15817	0	0	3
15934	15818	0	1	2
15935	15819	0	2	1
15936	15820	0	0	3
15937	15821	3	0	0
15938	15822	3	0	0
15939	15823	3	0	0
15940	15824	0	0	3
15941	15825	3	0	0
15942	15826	0	1	2
15943	15827	3	0	0
15944	15828	0	1	2
15945	15829	3	0	0
15946	15830	0	2	1
15947	15831	0	0	3
15948	15832	3	0	0
15949	15833	0	0	3
15950	15834	0	0	3
15951	15835	3	0	0
15952	15836	0	0	3
15953	15837	2	1	0
15954	15838	1	0	2
15955	15839	0	3	0
15956	15840	0	0	3
15957	15841	0	0	3
15958	15842	3	0	0
15959	15843	0	0	3
15960	15844	0	3	0
15961	15845	0	1	2
15962	15846	3	0	0
15963	15847	0	3	0
15964	15848	0	0	3
15965	15849	0	0	3
15966	15850	0	1	2
15967	15851	0	0	3
15968	15852	3	0	0
15969	15853	0	3	0
15970	15854	0	1	2
15971	15855	0	0	3
15972	15856	0	3	0
15973	15857	0	3	0
15974	15858	0	0	3
15975	15859	0	3	0
15976	15860	0	3	0
15977	15861	0	3	0
15978	15862	0	0	3
15979	15863	0	0	3
15980	15864	0	0	3
15981	15865	0	2	1
15982	15866	0	0	3
15983	15867	0	3	0
15984	15868	0	3	0
15985	15869	0	0	3
15986	15870	0	0	3
15987	15871	0	2	1
15988	15872	0	3	0
15989	15873	0	0	3
15990	15874	0	3	0
15991	15875	0	0	3
15992	15876	0	0	3
15993	15877	0	3	0
15994	15878	0	1	2
15995	15879	0	3	0
15996	15880	0	0	3
15997	15881	1	0	2
15998	15882	0	2	1
15999	15883	0	0	3
16000	15884	0	3	0
16001	15885	3	0	0
16002	15886	0	3	0
16003	15887	0	3	0
16004	15888	0	2	1
16005	15889	0	3	0
16006	15890	0	3	0
16007	15891	0	2	1
16008	15892	0	0	3
16009	15893	2	0	1
16010	15894	0	2	1
16011	15895	3	0	0
16012	15896	0	3	0
16013	15897	0	0	3
16014	15898	0	3	0
16015	15899	3	0	0
16016	15900	0	3	0
16017	15901	3	0	0
16018	15902	0	1	2
16019	15903	0	0	3
16020	15904	0	1	2
16021	15905	0	0	3
16022	15906	0	3	0
16023	15907	0	3	0
16024	15908	0	3	0
16025	15909	1	2	0
16026	15910	0	0	3
16027	15911	0	3	0
16028	15912	0	1	2
16029	15913	0	2	1
16030	15914	0	0	3
16031	15915	0	3	0
16032	15916	1	0	2
16033	15917	3	0	0
16034	15918	0	3	0
16035	15919	0	3	0
16036	15920	0	3	0
16037	15921	0	2	1
16038	15922	0	1	2
16039	15923	0	3	0
16040	15924	0	3	0
16041	15925	3	0	0
16042	15926	0	1	2
16043	15927	0	3	0
16044	15928	0	3	0
16045	15929	0	3	0
16046	15930	0	0	3
16047	15931	3	0	0
16048	15932	0	0	3
16049	15933	0	0	3
16050	15934	0	2	1
16051	15935	0	0	3
16052	15936	3	0	0
16053	15937	3	0	0
16054	15938	0	2	1
16055	15939	0	0	3
16056	15940	3	0	0
16057	15941	0	0	3
16058	15942	2	0	1
16059	15943	0	3	0
16060	15944	0	3	0
16061	15945	0	0	3
16062	15946	1	2	0
16063	15947	3	0	0
16064	15948	0	1	2
16065	15949	1	0	2
16066	15950	3	0	0
16067	15951	0	2	1
16068	15952	0	0	3
16069	15953	0	0	3
16070	15954	0	1	2
16071	15955	0	2	1
16072	15956	0	3	0
16073	15957	0	3	0
16074	15958	0	3	0
16075	15959	0	3	0
16076	15960	0	3	0
16077	15961	0	3	0
16078	15962	0	3	0
16079	15963	3	0	0
16080	15964	3	0	0
16081	15965	2	0	1
16082	15966	0	0	3
16083	15967	0	0	3
16084	15968	1	2	0
16085	15969	0	2	1
16086	15970	0	2	1
16087	15971	0	2	1
16088	15972	1	0	2
16089	15973	3	0	0
16090	15974	0	1	2
16091	15975	0	0	3
16092	15976	0	3	0
16093	15977	2	0	1
16094	15978	3	0	0
16095	15979	2	0	1
16096	15980	3	0	0
16097	15981	0	0	3
16098	15982	0	0	3
16099	15983	2	1	0
16100	15984	0	3	0
16101	15985	0	3	0
16102	15986	3	0	0
16103	15987	0	0	3
16104	15988	2	1	0
16105	15989	0	0	3
16106	15990	0	3	0
16107	15991	3	0	0
16108	15992	0	1	2
16109	15993	3	0	0
16110	15994	0	3	0
16111	15995	0	3	0
16112	15996	0	3	0
16113	15997	0	0	3
16114	15998	0	1	2
16115	15999	0	0	3
16116	16000	0	0	3
16117	16001	0	0	3
16118	16002	0	0	3
16119	16003	0	0	3
16120	16004	1	0	2
16121	16005	0	0	3
16122	16006	0	3	0
16123	16007	0	0	3
16124	16008	0	0	3
16125	16009	0	3	0
16126	16010	0	3	0
16127	16011	0	1	2
16128	16012	0	0	3
16129	16013	3	0	0
16130	16014	0	0	3
16131	16015	0	0	3
16132	16016	0	0	3
16133	16017	0	2	1
16134	16018	3	0	0
16135	16019	0	0	3
16136	16020	0	2	1
16137	16021	0	0	3
16138	16022	3	0	0
16139	16023	0	3	0
16140	16024	0	1	2
16141	16025	0	3	0
16142	16026	3	0	0
16143	16027	0	0	3
16144	16028	0	1	2
16145	16029	0	3	0
16146	16030	0	3	0
16147	16031	0	2	1
16148	16032	0	2	1
16149	16033	0	3	0
16150	16034	1	1	1
16151	16035	0	0	3
16152	16036	0	0	3
16153	16037	0	1	2
16154	16038	3	0	0
16155	16039	3	0	0
16156	16040	0	0	3
16157	16041	0	0	3
16158	16042	3	0	0
16159	16043	0	3	0
16160	16044	3	0	0
16161	16045	0	3	0
16162	16046	2	0	1
16163	16047	0	2	1
16164	16048	0	0	3
16165	16049	3	0	0
16166	16050	3	0	0
16167	16051	0	3	0
16168	16052	0	1	2
16169	16053	0	3	0
16170	16054	1	2	0
16171	16055	0	3	0
16172	16056	0	3	0
16173	16057	0	0	3
16174	16058	1	1	1
16175	16059	3	0	0
16176	16060	0	0	3
16177	16061	0	3	0
16178	16062	3	0	0
16179	16063	0	2	1
16180	16064	0	1	2
16181	16065	0	3	0
16182	16066	3	0	0
16183	16067	0	1	2
16184	16068	0	3	0
16185	16069	0	0	3
16186	16070	1	2	0
16187	16071	0	3	0
16188	16072	0	3	0
16189	16073	0	0	3
16190	16074	0	0	3
16191	16075	0	3	0
16192	16076	0	0	3
16193	16077	3	0	0
16194	16078	0	1	2
16195	16079	0	3	0
16196	16080	0	1	2
16197	16081	0	1	2
16198	16082	0	1	2
16199	16083	0	3	0
16200	16084	3	0	0
16201	16085	0	2	1
16202	16086	0	3	0
16203	16087	0	3	0
16204	16088	0	3	0
16205	16089	0	3	0
16206	16090	0	0	3
16207	16091	3	0	0
16208	16092	3	0	0
16209	16093	0	3	0
16210	16094	3	0	0
16211	16095	0	0	3
16212	16096	0	3	0
16213	16097	0	0	3
16214	16098	0	3	0
16215	16099	0	3	0
16216	16100	0	0	3
16217	16101	0	1	2
16218	16102	0	0	3
16219	16103	2	1	0
16220	16104	3	0	0
16221	16105	0	1	2
16222	16106	0	0	3
16223	16107	0	1	2
16224	16108	1	0	2
16225	16109	0	3	0
16226	16110	1	0	2
16227	16111	0	3	0
16228	16112	0	3	0
16229	16113	0	0	3
16230	16114	0	3	0
16231	16115	3	0	0
16232	16116	0	0	3
16233	16117	0	0	3
16234	16118	0	2	1
16235	16119	0	0	3
16236	16120	0	0	3
16237	16121	0	1	2
16238	16122	0	3	0
16239	16123	0	3	0
16240	16124	0	0	3
16241	16125	0	0	3
16242	16126	0	0	3
16243	16127	3	0	0
16244	16128	0	3	0
16245	16129	0	2	1
16246	16130	3	0	0
16247	16131	3	0	0
16248	16132	0	0	3
16249	16133	0	3	0
16250	16134	0	3	0
16251	16135	0	3	0
16252	16136	3	0	0
16253	16137	0	0	3
16254	16138	0	0	3
16255	16139	0	2	1
16256	16140	3	0	0
16257	16141	3	0	0
16258	16142	0	2	1
16259	16143	0	2	1
16260	16144	0	3	0
16261	16145	0	2	1
16262	16146	0	0	3
16263	16147	1	1	1
16264	16148	0	1	2
16265	16149	3	0	0
16266	16150	3	0	0
16267	16151	0	0	3
16268	16152	0	0	3
16269	16153	0	0	3
16270	16154	2	1	0
16271	16155	0	1	2
16272	12343	0	2	1
16273	16156	0	1	2
16274	16157	0	3	0
16275	16158	0	2	1
16276	16159	0	3	0
16277	16160	0	2	1
16278	16161	0	0	3
16279	16162	0	0	3
16280	16163	3	0	0
16281	16164	0	0	3
16282	16165	0	2	1
16283	16166	0	2	1
16284	16167	0	3	0
16285	16168	0	0	3
16286	16169	0	3	0
16287	16170	0	0	3
16288	16171	0	2	1
16289	16172	0	2	1
16290	16173	0	0	3
16291	16174	0	1	2
16292	16175	0	3	0
16293	16176	3	0	0
16294	16177	0	0	3
16295	16178	0	0	3
16296	16179	0	0	3
16297	16180	3	0	0
16298	16181	0	3	0
16299	16182	3	0	0
16300	16183	0	2	1
16301	16184	0	3	0
16302	16185	3	0	0
16303	16186	0	3	0
16304	16187	1	1	1
16305	16188	0	2	1
16306	16189	0	3	0
16307	16190	0	2	1
16308	16191	2	0	1
16309	16192	0	0	3
16310	16193	0	3	0
16311	16194	3	0	0
16312	16195	0	3	0
16313	16196	0	2	1
16314	16197	0	3	0
16315	16198	0	3	0
16316	16199	3	0	0
16317	16200	0	0	3
16318	16201	3	0	0
16319	16202	0	3	0
16320	16203	3	0	0
16321	16204	3	0	0
16322	16205	0	1	2
16323	16206	0	2	1
16324	16207	0	3	0
16325	16208	0	1	2
16326	16209	0	0	3
16327	16210	0	2	1
16328	16211	3	0	0
16329	16212	0	3	0
16330	16213	3	0	0
16331	16214	1	0	2
16332	16215	3	0	0
16333	16216	3	0	0
16334	16217	0	0	3
16335	16218	2	0	1
16336	16219	0	3	0
16337	16220	1	1	1
16338	16221	3	0	0
16339	16222	0	1	2
16340	16223	2	0	0
16341	16224	0	0	2
16342	16225	0	0	2
16343	16226	2	0	0
16344	16227	0	0	2
16345	16228	0	0	2
16346	16229	0	2	0
16347	16230	0	2	0
16348	16231	0	1	1
16349	16232	0	1	1
16350	16233	0	2	0
16351	16234	0	2	0
16352	16235	0	2	0
16353	16236	0	2	0
16354	16237	0	1	1
16355	16238	0	0	2
16356	16239	0	0	2
16357	16240	0	1	1
16358	16241	2	0	0
16359	16242	0	2	0
16360	16243	0	2	0
16361	16244	0	2	0
16362	16245	0	0	2
16363	16246	0	2	0
16364	16247	0	0	2
16365	16248	2	0	0
16366	16249	0	1	1
16367	16250	0	2	0
16368	16251	2	0	0
16369	16252	2	0	0
16370	16253	0	0	2
16371	16254	2	0	0
16372	16255	0	2	0
16373	16256	2	0	0
16374	16257	0	0	2
16375	16258	2	0	0
16376	16259	0	0	2
16377	16260	0	2	0
16378	16261	0	0	2
16379	16262	0	2	0
16380	16263	2	0	0
16381	16264	0	2	0
16382	16265	2	0	0
16383	16266	0	0	2
16384	16267	0	0	2
16385	16268	2	0	0
16386	16269	0	1	1
16387	16270	0	1	1
16388	16271	0	2	0
16389	16272	0	2	0
16390	16273	0	2	0
16391	16274	0	2	0
16392	16275	0	2	0
16393	16276	0	0	2
16394	16277	0	0	2
16395	16278	0	2	0
16396	16279	1	0	1
16397	16280	0	2	0
16398	16281	0	0	2
16399	16282	0	0	2
16400	16283	2	0	0
16401	16284	0	0	2
16402	16285	0	2	0
16403	16286	2	0	0
16404	16287	0	0	2
16405	16288	0	2	0
16406	16289	2	0	0
16407	16290	0	2	0
16408	16291	0	2	0
16409	16292	0	2	0
16410	16293	0	1	1
16411	16294	0	0	2
16412	16295	0	2	0
16413	16296	0	2	0
16414	16297	2	0	0
16415	16298	0	0	2
16416	16299	1	0	1
16417	16300	2	0	0
16418	16301	0	2	0
16419	16302	0	2	0
16420	16303	0	2	0
16421	16304	2	0	0
16422	16305	0	2	0
16423	16306	0	2	0
16424	16307	2	0	0
16425	16308	0	0	2
16426	16309	0	2	0
16427	16310	0	2	0
16428	16311	2	0	0
16429	16312	0	2	0
16430	16313	2	0	0
16431	16314	2	0	0
16432	16315	2	0	0
16433	16316	2	0	0
16434	16317	0	0	2
16435	16318	0	2	0
16436	16319	0	2	0
16437	16320	0	1	1
16438	16321	0	2	0
16439	16322	0	0	2
16440	16323	2	0	0
16441	16324	0	2	0
16442	39062	0	2	0
16443	16326	2	0	0
16444	16327	0	2	0
16445	16328	0	0	2
16446	16329	0	2	0
16447	16330	0	0	2
16448	16331	0	2	0
16449	16332	2	0	0
16450	16333	2	0	0
16451	16334	0	0	2
16452	16335	2	0	0
16453	16336	0	1	1
16454	16337	0	2	0
16455	16338	0	0	2
16456	16339	0	2	0
16457	16340	0	0	2
16458	16341	0	2	0
16459	16342	2	0	0
16460	16343	0	0	2
16461	16344	0	0	2
16462	16345	0	2	0
16463	16346	0	2	0
16464	16347	0	2	0
16465	16348	0	2	0
16466	16349	0	0	2
16467	16350	0	2	0
16468	16351	0	1	1
16469	16352	0	2	0
16470	16353	0	0	2
16471	16354	0	0	2
16472	16355	0	0	2
16473	16356	0	0	2
16474	16357	0	2	0
16475	16358	0	0	2
16476	16359	0	0	2
16477	16360	0	2	0
16478	16361	0	0	2
16479	16362	2	0	0
16480	16363	0	2	0
16481	16364	0	0	2
16482	16365	2	0	0
16483	16366	0	2	0
16484	16367	2	0	0
16485	16368	0	0	2
16486	16369	0	2	0
16487	16370	2	0	0
16488	16371	0	2	0
16489	16372	0	2	0
16490	16373	2	0	0
16491	16374	0	0	2
16492	16375	0	0	2
16493	16376	0	0	2
16494	16377	0	0	2
16495	16378	0	2	0
16496	16379	0	0	2
16497	16380	0	0	2
16498	16381	0	2	0
16499	16382	0	0	2
16500	16383	0	2	0
16501	16384	0	0	2
16502	16385	0	2	0
16503	16386	0	0	2
16504	16387	0	2	0
16505	16388	2	0	0
16506	16389	0	0	2
16507	16390	0	2	0
16508	16391	0	2	0
16509	16392	0	2	0
16510	16393	0	2	0
16511	16394	0	2	0
16512	16395	0	2	0
16513	16396	0	2	0
16514	16397	0	2	0
16515	16398	0	2	0
16516	16399	0	2	0
16517	16400	0	2	0
16518	16401	0	1	1
16519	16402	0	0	2
16520	16403	2	0	0
16521	16404	2	0	0
16522	16405	0	2	0
16523	16406	0	2	0
16524	16407	0	2	0
16525	16408	2	0	0
16526	16409	0	2	0
16527	16410	0	0	2
16528	16411	0	0	2
16529	16412	0	0	2
16530	16413	2	0	0
16531	16414	0	2	0
16532	16415	1	1	0
16533	16416	0	0	2
16534	16417	0	2	0
16535	16418	0	1	1
16536	16419	0	2	0
16537	16420	0	0	2
16538	16421	2	0	0
16539	16422	0	2	0
16540	16423	0	2	0
16541	16424	0	2	0
16542	16425	0	0	2
16543	16426	0	2	0
16544	16427	0	0	2
16545	16428	0	2	0
16546	16429	0	2	0
16547	16430	2	0	0
16548	16431	0	0	2
16549	16432	2	0	0
16550	16433	0	2	0
16551	16434	0	0	2
16552	16435	0	1	1
16553	16436	0	0	2
16554	16437	0	2	0
16555	16438	0	2	0
16556	16439	2	0	0
16557	16440	0	2	0
16558	16441	0	2	0
16559	16442	2	0	0
16560	16443	0	2	0
16561	16444	0	2	0
16562	16445	0	2	0
16563	16446	2	0	0
16564	16447	2	0	0
16565	16448	0	2	0
16566	16449	0	2	0
16567	16450	0	0	2
16568	16451	0	2	0
16569	16452	0	2	0
16570	16453	0	2	0
16571	16454	0	0	2
16572	16455	0	0	2
16573	16456	0	2	0
16574	16457	0	2	0
16575	16458	0	1	1
16576	16459	0	2	0
16577	16460	0	2	0
16578	16461	0	1	1
16579	16462	0	2	0
16580	16463	2	0	0
16581	16464	0	2	0
16582	16465	0	2	0
16583	16466	0	2	0
16584	16467	0	2	0
16585	16468	2	0	0
16586	16469	2	0	0
16587	16470	0	0	2
16588	16471	2	0	0
16589	16472	0	1	1
16590	16473	2	0	0
16591	16474	0	2	0
16592	16475	0	2	0
16593	16476	0	2	0
16594	16477	1	0	1
16595	16478	0	2	0
16596	16479	0	2	0
16597	16480	0	2	0
16598	16481	2	0	0
16599	16482	0	2	0
16600	16483	0	2	0
16601	16484	0	0	2
16602	16485	0	2	0
16603	16486	0	0	2
16604	16487	0	2	0
16605	16488	2	0	0
16606	16489	0	2	0
16607	16490	0	0	2
16608	16491	0	0	2
16609	16492	0	2	0
16610	16493	0	2	0
16611	16494	0	2	0
16612	16495	0	2	0
16613	16496	0	2	0
16614	16497	0	0	2
16615	16498	0	2	0
16616	16499	0	0	2
16617	16500	0	0	2
16618	16501	0	2	0
16619	16502	1	1	0
16620	16503	2	0	0
16621	16504	0	0	2
16622	16505	0	2	0
16623	16506	0	2	0
16624	16507	0	0	2
16625	16508	0	2	0
16626	16509	0	2	0
16627	16510	0	1	1
16628	16511	0	2	0
16629	16512	0	2	0
16630	16513	0	0	2
16631	16514	0	2	0
16632	16515	0	2	0
16633	16516	0	0	2
16634	16517	2	0	0
16635	16518	2	0	0
16636	16519	2	0	0
16637	16520	0	2	0
16638	16521	0	0	2
16639	16522	0	0	2
16640	16523	0	2	0
16641	16524	0	2	0
16642	16525	2	0	0
16643	16526	0	2	0
16644	16527	2	0	0
16645	16528	0	2	0
16646	16529	0	2	0
16647	16530	2	0	0
16648	16531	2	0	0
16649	16532	0	0	2
16650	16533	0	0	2
16651	16534	0	2	0
16652	16535	0	0	2
16653	16536	0	2	0
16654	16537	2	0	0
16655	16538	0	2	0
16656	16539	0	2	0
16657	16540	0	0	2
16658	16541	2	0	0
16659	16542	0	0	2
16660	16543	2	0	0
16661	16544	0	2	0
16662	16545	2	0	0
16663	16546	2	0	0
16664	16547	0	2	0
16665	16548	0	2	0
16666	16549	0	2	0
16667	16550	0	2	0
16668	16551	0	2	0
16669	16552	0	2	0
16670	16553	0	2	0
16671	16554	0	1	1
16672	16555	0	2	0
16673	16556	0	0	2
16674	16557	0	2	0
16675	16558	0	2	0
16676	16559	2	0	0
16677	16560	0	2	0
16678	16561	0	0	2
16679	16562	0	2	0
16680	16563	0	0	2
16681	16564	0	0	2
16682	16565	2	0	0
16683	16566	0	2	0
16684	16567	2	0	0
16685	16568	0	0	2
16686	16569	0	1	1
16687	16570	2	0	0
16688	16571	0	0	2
16689	16572	2	0	0
16690	16573	0	1	1
16691	16574	0	2	0
16692	16575	0	0	2
16693	16576	2	0	0
16694	16577	0	2	0
16695	16578	0	2	0
16696	16579	0	0	2
16697	16580	0	0	2
16698	16581	2	0	0
16699	16582	0	0	2
16700	16583	0	0	2
16701	16584	0	2	0
16702	16585	0	0	2
16703	16586	0	0	2
16704	16587	2	0	0
16705	16588	0	0	2
16706	16589	0	2	0
16707	16590	0	0	2
16708	16591	0	2	0
16709	16592	0	2	0
16710	16593	2	0	0
16711	16594	0	0	2
16712	16595	0	2	0
16713	16596	0	2	0
16714	16597	0	0	2
16715	16598	0	0	2
16716	16599	0	2	0
16717	16600	0	0	2
16718	16601	0	0	2
16719	16602	0	2	0
16720	16603	2	0	0
16721	16604	2	0	0
16722	16605	2	0	0
16723	16606	2	0	0
16724	16607	0	2	0
16725	16608	0	2	0
16726	16609	0	1	1
16727	16610	0	1	1
16728	16611	0	2	0
16729	16612	2	0	0
16730	16613	2	0	0
16731	16614	0	1	1
16732	16615	0	2	0
16733	16616	2	0	0
16734	16617	0	0	2
16735	16618	2	0	0
16736	16619	0	2	0
16737	16620	0	2	0
16738	16621	0	2	0
16739	16622	0	0	2
16740	16623	0	2	0
16741	16624	0	0	2
16742	16625	0	2	0
16743	16626	0	2	0
16744	16627	2	0	0
16745	16628	0	0	2
16746	16629	2	0	0
16747	16630	2	0	0
16748	16631	1	0	1
16749	16632	0	2	0
16750	16633	2	0	0
16751	16634	0	1	1
16752	16635	0	2	0
16753	16636	2	0	0
16754	16637	0	0	2
16755	16638	0	1	1
16756	16639	0	2	0
16757	16640	0	2	0
16758	16641	0	0	2
16759	16642	0	2	0
16760	16643	2	0	0
16761	16644	0	2	0
16762	16645	0	2	0
16763	16646	0	2	0
16764	16647	0	0	2
16765	16648	0	0	2
16766	16649	0	0	2
16767	16650	0	2	0
16768	16651	2	0	0
16769	16652	0	2	0
16770	16653	2	0	0
16771	16654	0	2	0
16772	16655	0	2	0
16773	16656	2	0	0
16774	16657	0	0	2
16775	16658	0	2	0
16776	16659	2	0	0
16777	16660	0	2	0
16778	16661	0	2	0
16779	16662	0	2	0
16780	16663	2	0	0
16781	16664	2	0	0
16782	16665	2	0	0
16783	16666	2	0	0
16784	16667	0	0	2
16785	16668	0	2	0
16786	16669	0	1	1
16787	16670	0	0	2
16788	16671	0	2	0
16789	16672	2	0	0
16790	16673	0	1	1
16791	16674	0	1	1
16792	16675	0	1	1
16793	16676	0	0	2
16794	16677	0	2	0
16795	16678	0	2	0
16796	16679	0	2	0
16797	16680	0	2	0
16798	16681	0	2	0
16799	16682	0	2	0
16800	16683	0	2	0
16801	16684	0	0	2
16802	16685	0	0	2
16803	16686	0	0	2
16804	16687	0	2	0
16805	16688	0	0	2
16806	16689	0	2	0
16807	16690	2	0	0
16808	16691	0	2	0
16809	16692	0	0	2
16810	16693	0	2	0
16811	16694	0	2	0
16812	16695	0	2	0
16813	16696	2	0	0
16814	16697	2	0	0
16815	16698	0	2	0
16816	16699	0	2	0
16817	16700	0	0	2
16818	16701	0	0	2
16819	16702	0	2	0
16820	16703	2	0	0
16821	16704	2	0	0
16822	16705	0	2	0
16823	16706	2	0	0
16824	16707	0	2	0
16825	16708	0	0	2
16826	16709	0	0	2
16827	16710	2	0	0
16828	16711	0	2	0
16829	16712	0	2	0
16830	16713	0	2	0
16831	16714	0	0	2
16832	16715	2	0	0
16833	16716	0	0	2
16834	16717	0	0	2
16835	16718	0	0	2
16836	16719	0	2	0
16837	16720	2	0	0
16838	16721	0	0	2
16839	16722	0	2	0
16840	16723	0	0	2
16841	16724	0	2	0
16842	16725	2	0	0
16843	16726	2	0	0
16844	16727	2	0	0
16845	16728	0	2	0
16846	16729	2	0	0
16847	16730	0	0	2
16848	16731	0	2	0
16849	16732	0	2	0
16850	35015	0	0	2
16851	16734	0	2	0
16852	16735	0	2	0
16853	16736	2	0	0
16854	16737	0	0	2
16855	16738	0	2	0
16856	16739	1	1	0
16857	16740	0	1	1
16858	16741	0	2	0
16859	16742	0	0	2
16860	16743	2	0	0
16861	16744	0	0	2
16862	16745	0	2	0
16863	16746	2	0	0
16864	16747	0	0	2
16865	16748	0	2	0
16866	16749	2	0	0
16867	16750	0	0	2
16868	16751	2	0	0
16869	16752	0	2	0
16870	16753	2	0	0
16871	16754	2	0	0
16872	16755	0	2	0
16873	16756	0	2	0
16874	16757	0	0	2
16875	16758	0	2	0
16876	16759	0	0	2
16877	16760	0	2	0
16878	16761	0	0	2
16879	16762	1	0	1
16880	16763	0	2	0
16881	16764	0	0	2
16882	16765	0	0	2
16883	16766	0	0	2
16884	16767	0	2	0
16885	16768	0	0	2
16886	16769	0	2	0
16887	16770	0	2	0
16888	16771	2	0	0
16889	16772	0	2	0
16890	16773	2	0	0
16891	16774	0	2	0
16892	16775	0	0	2
16893	16776	0	2	0
16894	16777	0	1	1
16895	16778	0	2	0
16896	16779	2	0	0
16897	16780	0	2	0
16898	16781	1	1	0
16899	16782	0	2	0
16900	16783	0	2	0
16901	16784	0	2	0
16902	16785	0	2	0
16903	16786	0	2	0
16904	16787	0	1	1
16905	16788	0	0	2
16906	16789	0	2	0
16907	16790	0	2	0
16908	16791	0	2	0
16909	16792	0	2	0
16910	16793	2	0	0
16911	16794	2	0	0
16912	16795	0	0	2
16913	16796	1	0	1
16914	16797	0	0	2
16915	16798	0	2	0
16916	16799	2	0	0
16917	16800	2	0	0
16918	16801	0	2	0
16919	16802	0	2	0
16920	16803	2	0	0
16921	16804	0	0	2
16922	16805	0	0	2
16923	16806	0	2	0
16924	16807	0	2	0
16925	16808	0	0	2
16926	16809	0	2	0
16927	16810	0	2	0
16928	16811	0	2	0
16929	16812	0	2	0
16930	16813	0	2	0
16931	16814	0	2	0
16932	16815	0	1	1
16933	16816	0	2	0
16934	16817	2	0	0
16935	16818	0	0	2
16936	16819	1	0	1
16937	16820	0	0	2
16938	16821	0	2	0
16939	16822	0	2	0
16940	16823	2	0	0
16941	16824	2	0	0
16942	16825	2	0	0
16943	16826	0	2	0
16944	16827	2	0	0
16945	16828	0	2	0
16946	16829	0	2	0
16947	16830	1	0	1
16948	16831	0	2	0
16949	16833	0	0	2
16950	16834	0	0	2
16951	16835	2	0	0
16952	16836	2	0	0
16953	16837	0	0	2
16954	16838	0	1	1
16955	16839	0	1	1
16956	16840	0	2	0
16957	16841	0	0	2
16958	16842	0	2	0
16959	16843	0	1	1
16960	16844	2	0	0
16961	16845	0	0	2
16962	16846	0	2	0
16963	16847	2	0	0
16964	16848	0	2	0
16965	16849	0	0	2
16966	16850	0	2	0
16967	16851	0	0	2
16968	16852	0	0	2
16969	16854	0	2	0
16970	16855	2	0	0
16971	16856	0	0	2
16972	16857	0	0	2
16973	16858	0	2	0
16974	16859	2	0	0
16975	16860	0	2	0
16976	16861	0	2	0
16977	16862	0	0	2
16978	16863	0	0	2
16979	16864	0	2	0
16980	16865	0	2	0
16981	16866	0	0	2
16982	16867	0	2	0
16983	16868	0	2	0
16984	16869	0	1	1
16985	16870	2	0	0
16986	16871	0	1	1
16987	16872	0	0	2
16988	16873	0	0	2
16989	16874	2	0	0
16990	16875	0	2	0
16991	16876	2	0	0
16992	16877	0	0	2
16993	16878	0	0	2
16994	16879	0	0	2
16995	16880	0	2	0
16996	16881	0	2	0
16997	16882	0	2	0
16998	16883	2	0	0
16999	16884	0	2	0
17000	16885	0	2	0
17001	16886	2	0	0
17002	16887	1	1	0
17003	16888	0	2	0
17004	16889	0	2	0
17005	16890	0	2	0
17006	16891	0	2	0
17007	16893	0	0	2
17008	16894	0	0	2
17009	16895	2	0	0
17010	16896	0	2	0
17011	16897	0	2	0
17012	16898	0	2	0
17013	16899	2	0	0
17014	16900	2	0	0
17015	16901	0	2	0
17016	16902	0	2	0
17017	16903	2	0	0
17018	16904	0	2	0
17019	16905	0	1	1
